1	2.6422733391
2	2.6735009846
3	2.8620887664
4	3.0359279028
5	3.1732588393
6	3.4586874648
7	3.5544694907
8	3.6737923273
9	3.7403750854
10	3.8591694516
11	3.9500430033
12	4.0315727747
13	4.2481467333
14	4.3234477566
15	4.4578134688
16	4.5373095137
17	4.6251456867
18	4.6851017698
19	4.7251296550
20	4.8025756488
21	4.8815440026
22	4.9330816663
23	4.9759207840
24	5.0271716455
25	5.1302001615
26	5.1445609830
27	5.1883170081
28	5.2242967841
29	5.2705123295
30	5.3135512578
31	5.3454593573
32	5.3593900131
33	5.3857446970
34	5.4237857923
35	5.4530225710
36	5.4883926121
37	5.4958716158
38	5.5134921088
39	5.5406582065
40	5.5467838375
41	5.5646438780
42	5.5758650858
43	5.6145773104
44	5.6280246594
45	5.6379740057
46	5.6445482802
47	5.6514699500
48	5.6575753708
49	5.6797912498
50	5.6997448206
51	5.7228200358
52	5.7295945987
53	5.7372295763
54	5.7425745706
55	5.7547658301
56	5.7739650007
57	5.7792372669
58	5.7817920511
59	5.7866539770
60	5.7914482857
61	5.8038012531
62	5.8082895886
63	5.8191932897
64	5.8208764135
65	5.8244466171
66	5.8305654039
67	5.8346045658
68	5.8399711757
69	5.8515447988
70	5.8529313268
71	5.8598881643
72	5.8615801258
73	5.8665377245
74	5.8691789974
75	5.8716074797
76	5.8733658091
77	5.8758948828
78	5.8811353496
79	5.8829737930
80	5.8882450770
81	5.8917251164
82	5.8923781852
83	5.8974226540
84	5.8999178486
85	5.9014483906
86	5.9069255820
87	5.9103600866
88	5.9128584882
89	5.9168554874
90	5.9192591292
91	5.9211641479
92	5.9241740306
93	5.9252614897
94	5.9266259159
95	5.9294580936
96	5.9309551847
97	5.9312747697
98	5.9315555654
99	5.9364368151
100	5.9395965691
