1	3.0427308193
2	2.9039884269
3	3.0027211024
4	3.3000437928
5	3.5796838505
6	3.7779073375
7	3.9515594428
8	4.1105233417
9	4.2978091121
10	4.4296633515
11	4.5311803054
12	4.6560177471
13	4.7295071887
14	4.8052438910
15	4.8485244249
16	4.8948000933
17	5.0075051425
18	5.0056245638
19	5.0977571456
20	5.1490875205
21	5.2707936486
22	5.3228261320
23	5.3654648766
24	5.4110477819
25	5.4154321348
26	5.4382456386
27	5.4879574641
28	5.4998734849
29	5.5231121404
30	5.5412824983
31	5.5621174333
32	5.5770158830
33	5.5858168600
34	5.6029074648
35	5.6172330557
36	5.6614881657
37	5.6852973541
38	5.7247896537
39	5.7467313728
40	5.7778719422
41	5.7939698658
42	5.8059367760
43	5.8167419613
44	5.8137161633
45	5.8263219451
46	5.8322137872
47	5.8410996813
48	5.8450912526
49	5.8499272317
50	5.8545741024
51	5.8585425023
52	5.8628148407
53	5.8724328858
54	5.8763538310
55	5.8870677226
56	5.8968653476
57	5.9004081859
58	5.9032635571
59	5.9046764070
60	5.9078331822
61	5.9127798810
62	5.9160261138
63	5.9192123173
64	5.9198977816
65	5.9218362823
66	5.9230626875
67	5.9239993611
68	5.9242184245
69	5.9249603831
70	5.9481556313
71	5.9483346330
72	5.9164319876
73	5.9169315940
74	5.9172366084
75	5.9176016979
76	5.9176923887
77	5.9181959758
78	5.9189035608
79	5.9194460595
80	5.9197282863
81	5.9199540989
82	5.9201179867
83	5.9204538212
84	5.9206386761
85	5.9207820332
86	5.9211343672
87	5.9213540492
88	5.9214693467
89	5.9216322329
90	5.9217182666
91	5.9217783013
92	5.9218148579
93	5.9218372372
94	5.9219951134
95	5.9220368413
96	5.9221174716
97	5.9221864385
98	5.9222080988
99	5.9222816425
100	5.9223316132
