1	0.9900000000
2	0.8484848485
3	0.8600000000
4	0.9494949495
5	0.9896907216
6	0.9583333333
7	0.9484536082
8	0.9100000000
9	0.9400000000
10	0.8585858586
11	0.8100000000
12	0.8383838384
13	0.8265306122
14	0.7878787879
15	0.7346938776
16	0.7551020408
17	0.9489795918
18	0.6530612245
19	0.7216494845
20	0.7857142857
21	0.9896907216
22	0.9897959184
23	0.9900000000
24	0.9900000000
25	0.7600000000
26	0.8080808081
27	0.7979797980
28	0.8300000000
29	0.8600000000
30	0.9000000000
31	0.7979797980
32	0.7346938776
33	0.7653061224
34	0.8041237113
35	0.7575757576
36	0.8645833333
37	0.8437500000
38	0.8453608247
39	0.8469387755
40	0.8247422680
41	0.8585858586
42	0.8877551020
43	0.8800000000
44	0.8585858586
45	0.9000000000
46	0.8900000000
47	0.9090909091
48	0.9183673469
49	0.9285714286
50	0.8989898990
51	0.9200000000
52	0.9200000000
53	0.9200000000
54	0.9292929293
55	0.9175257732
56	0.8979591837
57	0.8877551020
58	0.8958333333
59	0.8736842105
60	0.8947368421
61	0.9052631579
62	0.8969072165
63	0.9166666667
64	0.8775510204
65	0.9292929293
66	0.9183673469
67	0.9191919192
68	0.9191919192
69	0.9300000000
70	0.9300000000
71	0.9292929293
72	0.9200000000
73	0.9183673469
74	0.9278350515
75	0.8969072165
76	0.8787878788
77	0.9072164948
78	0.9052631579
79	0.9042553191
80	0.8854166667
81	0.8969072165
82	0.8979591837
83	0.9000000000
84	0.8979591837
85	0.9081632653
86	0.9081632653
87	0.9042553191
88	0.8936170213
89	0.8817204301
90	0.8842105263
91	0.8750000000
92	0.9090909091
93	0.9090909091
94	0.9090909091
95	0.8969072165
96	0.8979591837
97	0.8600000000
98	0.8585858586
99	0.8484848485
100	0.8469387755
