1	0.0348899591
2	0.0248159153
3	0.0219527045
4	0.0227306645
5	0.0224703537
6	0.0271985220
7	0.0201316443
8	0.0217734669
9	0.0130564361
10	0.0209612171
11	0.0196369543
12	0.0227348637
13	0.0235962471
14	0.0181215931
15	0.0297269634
16	0.0124159953
17	0.0129541737
18	0.0117758730
19	0.0108891167
20	0.0123033128
21	0.0145763355
22	0.0100536316
23	0.0105042832
24	0.0095627036
25	0.0135018093
26	0.0092059086
27	0.0141514570
28	0.0135216608
29	0.0112559273
30	0.0110821525
31	0.0101289333
32	0.0085722210
33	0.0102511563
34	0.0108933428
35	0.0102379336
36	0.0113238400
37	0.0071466828
38	0.0063097168
39	0.0054816080
40	0.0060568540
41	0.0060045047
42	0.0065597245
43	0.0084439713
44	0.0070093826
45	0.0054913075
46	0.0057733491
47	0.0050767256
48	0.0062606815
49	0.0085985544
50	0.0065754061
51	0.0069931364
52	0.0085216970
53	0.0087240063
54	0.0070116241
55	0.0073634310
56	0.0077589581
57	0.0072676745
58	0.0060302300
59	0.0061390793
60	0.0062398732
61	0.0061006357
62	0.0073879743
63	0.0066344224
64	0.0074372954
65	0.0061758991
66	0.0059948917
67	0.0064950468
68	0.0066781937
69	0.0067635857
70	0.0065623238
71	0.0070217643
72	0.0069598564
73	0.0059453114
74	0.0068017215
75	0.0066052807
76	0.0071086654
77	0.0060267668
78	0.0063774710
79	0.0058152685
80	0.0063520521
81	0.0061060186
82	0.0060205159
83	0.0059619551
84	0.0053330630
85	0.0059018597
86	0.0057267016
87	0.0064500001
88	0.0061027363
89	0.0055262787
90	0.0057449181
91	0.0056755667
92	0.0050648316
93	0.0049222998
94	0.0049969032
95	0.0053946746
96	0.0057322577
97	0.0049967721
98	0.0049623444
99	0.0043002945
100	0.0048918024
