1	1.7609787628	0.2457541185
2	1.3452210139	0.1287936429
3	1.3374950157	0.1262921722
4	1.1083875912	0.0446916550
5	1.0982753027	0.0407112176
6	1.1403526315	0.0570391691
7	1.2378983659	0.0926849897
8	1.2461166528	0.0955586998
9	1.3872137256	0.1421433772
10	1.4392364528	0.1581321502
11	1.5754897232	0.1974155746
12	1.6813030269	0.2256459948
13	1.7428665267	0.2412641290
14	1.7504550439	0.2431509615
15	1.7525243533	0.2436640617
16	1.7559192635	0.2445045433
17	1.8066088439	0.2568641319
18	1.8066088439	0.2568641319
19	1.8406500755	0.2649712330
20	1.8427404199	0.2654641621
21	1.8586608675	0.2692001553
22	1.9313191045	0.2858540365
23	1.9313191045	0.2858540365
24	1.9464569457	0.2892448019
25	1.9867295621	0.2981387540
26	1.9867295621	0.2981387540
27	2.0400363498	0.3096379058
28	2.0063273675	0.3024017972
29	2.0284566078	0.3071657218
30	2.0284566078	0.3071657218
31	2.0637701282	0.3146613220
32	2.0720024743	0.3163902697
33	2.0641059571	0.3147319872
34	2.0646752943	0.3148517611
35	2.0684388898	0.3156426946
36	2.0684388898	0.3156426946
37	2.0865641698	0.3194317455
38	2.1040810089	0.3230624565
39	2.1040810089	0.3230624565
40	2.1052763862	0.3233091192
41	2.1007587588	0.3223761829
42	2.1043008390	0.3231078283
43	2.1337898114	0.3291516371
44	2.1043008390	0.3231078283
45	2.1030990646	0.3228597302
46	2.1087798009	0.3240312330
47	2.1306445403	0.3285110015
48	2.1295544163	0.3282887420
49	2.1582259915	0.3340969184
50	2.1582259915	0.3340969184
51	2.1597007368	0.3343935764
52	2.1614084367	0.3347368423
53	2.1614084367	0.3347368423
54	2.1682794705	0.3361152579
55	2.1725465755	0.3369690957
56	2.1745519179	0.3373697810
57	2.1745519179	0.3373697810
58	2.1753140373	0.3375219624
59	2.1753140373	0.3375219624
60	2.1781970940	0.3380971743
61	2.1934502943	0.3411277973
62	2.1934502943	0.3411277973
63	2.1934502943	0.3411277973
64	2.1934502943	0.3411277973
65	2.1934502943	0.3411277973
66	2.1934502943	0.3411277973
67	2.1934502943	0.3411277973
68	2.1890609513	0.3402578541
69	2.1890609513	0.3402578541
70	2.1890609513	0.3402578541
71	2.1890609513	0.3402578541
72	2.1890609513	0.3402578541
73	2.1903237085	0.3405083041
74	2.1903237085	0.3405083041
75	2.1903237085	0.3405083041
76	2.1903237085	0.3405083041
77	2.1994193159	0.3423080348
78	2.2005285904	0.3425270155
79	2.2015607464	0.3427306732
80	2.2015607464	0.3427306732
81	2.2017471083	0.3427674346
82	2.2017471083	0.3427674346
83	2.2017471083	0.3427674346
84	2.2017471083	0.3427674346
85	2.2017471083	0.3427674346
86	2.2017471083	0.3427674346
87	2.2023770329	0.3428916695
88	2.2023770329	0.3428916695
89	2.2031780550	0.3430495971
90	2.2031780550	0.3430495971
91	2.2031780550	0.3430495971
92	2.2031780550	0.3430495971
93	2.2031780550	0.3430495971
94	2.2031780550	0.3430495971
95	2.2031780550	0.3430495971
96	2.2031780550	0.3430495971
97	2.2031780550	0.3430495971
98	2.2031780550	0.3430495971
99	2.2031780550	0.3430495971
100	2.2031780550	0.3430495971
