1	1.8094666006	0.2575505712
2	1.8366456771	0.2640253810
3	1.9543557119	0.2910036124
4	1.6811727106	0.2256123318
5	1.4537921655	0.1625023241
6	1.8676725756	0.2713007418
7	2.0447870303	0.3106480818
8	1.7864278693	0.2519854853
9	1.6648866403	0.2213846684
10	1.7184884181	0.2351466095
11	1.3964110949	0.1450132908
12	1.2902473532	0.1106729768
13	1.3464991964	0.1292060986
14	1.3761098490	0.1386531032
15	1.4534263535	0.1623930306
16	1.4276263313	0.1546145495
17	1.4687146308	0.1669374212
18	1.4931922650	0.1741157315
19	1.5138974571	0.1800964595
20	1.5298904540	0.1846603348
21	1.6509360436	0.2177302493
22	1.7184388981	0.2351340947
23	1.6083574193	0.2063825668
24	1.6083574193	0.2063825668
25	1.4080095664	0.1486056055
26	1.2370681227	0.0923936159
27	1.1772510840	0.0708690990
28	1.1346539700	0.0548634370
29	1.1201661481	0.0492824440
30	1.0487081360	0.0206546373
31	1.0460145546	0.0195377275
32	1.0300058879	0.0128397073
33	1.0355270255	0.0151614377
34	0.9779194402	-0.0096969204
35	0.9427312858	-0.0256120800
36	0.9283000686	-0.0323116175
37	0.9323135351	-0.0304380107
38	0.9323135351	-0.0304380107
39	0.9499968247	-0.0222778463
40	0.9346514260	-0.0293503271
41	0.9368914253	-0.0283107358
42	0.8894856491	-0.0508610544
43	0.9056322458	-0.0430481225
44	0.8999234637	-0.0457944247
45	0.8928101593	-0.0492408765
46	0.8894667744	-0.0508702702
47	0.8487690791	-0.0712104503
48	0.8498808758	-0.0706419432
49	0.8420829472	-0.0746451273
50	0.8474603983	-0.0718805871
51	0.8815855723	-0.0547355260
52	0.8815855723	-0.0547355260
53	0.8815855723	-0.0547355260
54	0.8586480974	-0.0661847881
55	0.8733106977	-0.0588312199
56	0.8609590410	-0.0650175091
57	0.8836730840	-0.0537083731
58	0.8487982308	-0.0711955343
59	0.8771108887	-0.0569454975
60	0.8749176113	-0.0580328414
61	0.8638339942	-0.0635697093
62	0.8617733761	-0.0646069273
63	0.8501437860	-0.0705076153
64	0.8521560160	-0.0694808856
65	0.8348852458	-0.0783732138
66	0.8302214847	-0.0808060320
67	0.8302214847	-0.0808060320
68	0.8241220797	-0.0840084502
69	0.8236742376	-0.0842445174
70	0.8181592695	-0.0871621448
71	0.8163006496	-0.0881498579
72	0.8133709807	-0.0897113263
73	0.8150299509	-0.0888264314
74	0.8145659627	-0.0890737412
75	0.8156031377	-0.0885211121
76	0.8484825606	-0.0713570796
77	0.8201347606	-0.0861147806
78	0.8162446466	-0.0881796540
79	0.8148907174	-0.0889006293
80	0.8150740938	-0.0888029102
81	0.8299241117	-0.0809616177
82	0.8280792184	-0.0819281143
83	0.8377941845	-0.0768626586
84	0.8309118849	-0.0804450291
85	0.8263296533	-0.0828466621
86	0.8263296533	-0.0828466621
87	0.8263296533	-0.0828466621
88	0.8247395320	-0.0836831880
89	0.8124549399	-0.0902007164
90	0.8149496210	-0.0888692379
91	0.8149496210	-0.0888692379
92	0.8139255999	-0.0894152917
93	0.8139255999	-0.0894152917
94	0.8047143747	-0.0943582408
95	0.7965277787	-0.0987990737
96	0.7965277787	-0.0987990737
97	0.8021187077	-0.0957613546
98	0.8023118311	-0.0956568035
99	0.8034568298	-0.0950374531
100	0.8034568298	-0.0950374531
